+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                       ;
+-----------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_014                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_013                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_012                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_011                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_010                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_009                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_008                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_007                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_006                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_005                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_004                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_003                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_002                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux_001                                                                             ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_mux                                                                                 ; 113   ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|cmd_demux                                                                               ; 151   ; 400            ; 2            ; 400            ; 2201   ; 400             ; 400           ; 400             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|clock_crossing_io_m0_limiter                                                            ; 224   ; 0              ; 0            ; 0              ; 241    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_020|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_020                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_019|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_019                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_018|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_018                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_017|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_017                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_016|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_016                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_015|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_015                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_014|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_014                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_013|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_013                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_012|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_012                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_011|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_011                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_010|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_010                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_009|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_009                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_008|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_008                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_007|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_007                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_006|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_006                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_005|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_005                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_004|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_004                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_003|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_003                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_002|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_002                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_001|the_default_decode                                                           ; 0     ; 20             ; 0            ; 20             ; 20     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router_001                                                                              ; 93    ; 0              ; 2            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router|the_default_decode                                                               ; 0     ; 25             ; 0            ; 25             ; 25     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|router                                                                                  ; 93    ; 0              ; 7            ; 0              ; 111    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_port_s1_agent_rdata_fifo                                                          ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_port_s1_agent_rsp_fifo                                                            ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_port_s1_agent|uncompressor                                                        ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_port_s1_agent                                                                     ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_sig_s1_agent_rdata_fifo                                                           ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_sig_s1_agent_rsp_fifo                                                             ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_sig_s1_agent|uncompressor                                                         ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_hw_sig_s1_agent                                                                      ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_sw_sig_s1_agent_rdata_fifo                                                           ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_sw_sig_s1_agent_rsp_fifo                                                             ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_sw_sig_s1_agent|uncompressor                                                         ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|to_sw_sig_s1_agent                                                                      ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|rs232_s1_agent_rdata_fifo                                                               ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|rs232_s1_agent_rsp_fifo                                                                 ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|rs232_s1_agent|uncompressor                                                             ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|rs232_s1_agent                                                                          ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ir_s1_agent_rdata_fifo                                                                  ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ir_s1_agent_rsp_fifo                                                                    ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ir_s1_agent|uncompressor                                                                ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ir_s1_agent                                                                             ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledr_s1_agent_rdata_fifo                                                                ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledr_s1_agent_rsp_fifo                                                                  ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledr_s1_agent|uncompressor                                                              ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledr_s1_agent                                                                           ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledg_s1_agent_rdata_fifo                                                                ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledg_s1_agent_rsp_fifo                                                                  ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledg_s1_agent|uncompressor                                                              ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|ledg_s1_agent                                                                           ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|timer_s1_agent_rdata_fifo                                                               ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|timer_s1_agent_rsp_fifo                                                                 ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|timer_s1_agent|uncompressor                                                             ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|timer_s1_agent                                                                          ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_sda_s1_agent_rdata_fifo                                                             ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_sda_s1_agent_rsp_fifo                                                               ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_sda_s1_agent|uncompressor                                                           ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_sda_s1_agent                                                                        ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_scl_s1_agent_rdata_fifo                                                             ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_scl_s1_agent_rsp_fifo                                                               ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_scl_s1_agent|uncompressor                                                           ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|i2c_scl_s1_agent                                                                        ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sw_s1_agent_rdata_fifo                                                                  ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sw_s1_agent_rsp_fifo                                                                    ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sw_s1_agent|uncompressor                                                                ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sw_s1_agent                                                                             ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_sda_s1_agent_rdata_fifo                                                         ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_sda_s1_agent_rsp_fifo                                                           ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_sda_s1_agent|uncompressor                                                       ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_sda_s1_agent                                                                    ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_scl_s1_agent_rdata_fifo                                                         ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_scl_s1_agent_rsp_fifo                                                           ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_scl_s1_agent|uncompressor                                                       ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|epp_i2c_scl_s1_agent                                                                    ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_wp_n_s1_agent_rdata_fifo                                                             ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_wp_n_s1_agent_rsp_fifo                                                               ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_wp_n_s1_agent|uncompressor                                                           ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_wp_n_s1_agent                                                                        ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_dat_s1_agent_rdata_fifo                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_dat_s1_agent_rsp_fifo                                                                ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_dat_s1_agent|uncompressor                                                            ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_dat_s1_agent                                                                         ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_cmd_s1_agent_rdata_fifo                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_cmd_s1_agent_rsp_fifo                                                                ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_cmd_s1_agent|uncompressor                                                            ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_cmd_s1_agent                                                                         ; 278   ; 39             ; 57           ; 39             ; 271    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_clk_s1_agent_rdata_fifo                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_qsys_inst|mm_interconnect_1|sd_clk_s1_agent_rsp_fifo                                                                ; 133   ; 39             ; 0            ; 39             ; 92     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
